Epoch,Iteration,Loss
0,0,0.14342038333415985
0,1,0.1427123248577118
0,2,0.1415208876132965
0,3,0.14132431149482727
0,4,0.14137548208236694
0,5,0.14081905782222748
0,6,0.13949573040008545
0,7,0.1391691416501999
0,8,0.1387699842453003
0,9,0.13874199986457825
0,10,0.13699844479560852
0,11,0.13770030438899994
0,12,0.13577160239219666
0,13,0.135706827044487
0,14,0.13605593144893646
0,15,0.13490121066570282
0,16,0.13351376354694366
0,17,0.1317244917154312
0,18,0.1315540224313736
0,19,0.1325249820947647
0,20,0.13159476220607758
0,21,0.13137468695640564
0,22,0.13078658282756805
0,23,0.13080331683158875
0,24,0.13002702593803406
0,25,0.12843351066112518
0,26,0.12833911180496216
0,27,0.1279846727848053
0,28,0.12756076455116272
0,29,0.12717783451080322
0,30,0.12618772685527802
0,31,0.12593816220760345
0,32,0.1249464824795723
0,33,0.12411974370479584
0,34,0.12468785047531128
0,35,0.12311022728681564
0,36,0.12361443042755127
0,37,0.12163882702589035
0,38,0.12167719751596451
0,39,0.12158940732479095
0,40,0.12032599747180939
0,41,0.11988525837659836
0,42,0.12007855623960495
0,43,0.11883997917175293
0,44,0.11757133901119232
0,45,0.11697349697351456
0,46,0.11715930700302124
0,47,0.11584322899580002
0,48,0.11686517298221588
0,49,0.11615719646215439
0,50,0.11505065858364105
0,51,0.11409492045640945
0,52,0.11436266452074051
0,53,0.11435741931200027
0,54,0.1138494610786438
0,55,0.11202945560216904
0,56,0.11206506937742233
0,57,0.1115490049123764
0,58,0.1102653294801712
0,59,0.10990457236766815
0,60,0.10967835038900375
0,61,0.10933495312929153
0,62,0.10810427367687225
0,63,0.10959650576114655
0,64,0.1070176213979721
0,65,0.10590671002864838
0,66,0.10675831139087677
0,67,0.10577187687158585
0,68,0.10483968257904053
0,69,0.1046828031539917
0,70,0.1038513332605362
0,71,0.10411721467971802
0,72,0.10330980271100998
0,73,0.10278516262769699
0,74,0.10237233340740204
0,75,0.10140259563922882
0,76,0.10116499662399292
0,77,0.10025649517774582
0,78,0.10033643990755081
0,79,0.10020716488361359
0,80,0.0995706170797348
0,81,0.09832429140806198
0,82,0.09875363111495972
0,83,0.09705774486064911
0,84,0.09598962217569351
0,85,0.0953860729932785
0,86,0.09522632509469986
0,87,0.0951462835073471
0,88,0.09417659044265747
0,89,0.09483014792203903
0,90,0.09242355823516846
0,91,0.09274037927389145
0,92,0.09196194261312485
0,93,0.09198127686977386
0,94,0.09158944338560104
0,95,0.09078706800937653
0,96,0.08928333222866058
0,97,0.08911163359880447
0,98,0.08885472267866135
0,99,0.08803970366716385
0,100,0.0877915620803833
0,101,0.08742034435272217
0,102,0.08620552718639374
0,103,0.08538470417261124
0,104,0.08563544601202011
0,105,0.08348441123962402
0,106,0.08464813232421875
0,107,0.08368967473506927
0,108,0.08417129516601562
0,109,0.08398211002349854
0,110,0.08154211938381195
0,111,0.0818246454000473
0,112,0.08177617937326431
0,113,0.0810772106051445
0,114,0.07975379377603531
0,115,0.08031141012907028
0,116,0.07872592657804489
0,117,0.0791068896651268
0,118,0.07814723998308182
0,119,0.07857883721590042
0,120,0.07724975794553757
0,121,0.07749484479427338
0,122,0.07506261020898819
0,123,0.07546611875295639
0,124,0.07547851651906967
0,125,0.07507426291704178
